vehicle_age,engine_cc,vehicle_value,safety_features,anti_theft,fuel_type,driver_age,driving_experience,license_age,previous_accidents,previous_claims,traffic_violations,usage_type,annual_mileage,previous_insurance,policy_lapses,claim_occurred
3,1000,1801776,1,0,1,60,41,40,0,0,0,3,54523,1,1,0
10,2000,3389346,1,0,2,40,22,21,0,0,0,0,16554,1,0,0
7,2000,3375034,1,0,4,58,39,38,0,0,0,0,46994,1,0,0
11,1000,3865567,1,0,1,29,7,6,0,0,0,0,22094,1,0,0
7,1200,3942657,0,1,0,62,42,42,0,1,0,0,13500,1,1,0
10,2000,3697868,0,1,4,25,3,3,1,0,0,2,22860,1,1,1
19,1200,2089716,1,1,1,62,44,44,0,1,0,0,36898,1,0,0
7,1500,3670263,0,0,4,41,20,20,1,0,1,0,16902,1,0,1
7,800,694283,0,1,1,18,0,0,0,0,1,0,17611,0,0,0
16,1500,3987281,0,1,1,43,25,25,0,2,1,1,6145,0,0,0
19,1000,372445,1,1,3,39,17,16,0,0,0,0,40907,0,0,0
19,2000,3263356,0,0,1,60,38,37,0,1,0,1,46049,1,1,0
15,1200,2911558,1,0,1,42,23,23,0,0,1,0,21704,1,0,0
13,1200,483863,0,0,1,48,29,28,0,1,1,2,31285,1,0,0
10,2000,1505773,0,1,2,73,52,52,1,0,0,3,31174,1,0,0
6,800,4797508,0,0,1,51,32,32,0,1,1,0,15594,0,2,1
15,1200,2952851,1,0,0,54,35,35,0,0,1,3,35396,0,1,0
12,1200,2039520,0,0,1,28,9,8,4,1,0,0,40562,1,0,1
14,1200,3255531,1,1,1,21,0,0,0,1,0,0,16302,1,0,1
15,2500,1891763,1,1,0,25,7,7,1,0,1,3,2672,0,0,1
8,2000,3938987,1,1,0,74,54,53,0,0,0,0,46499,0,0,0
2,800,500660,0,1,0,61,43,42,1,2,0,0,3048,1,0,0
18,1500,4401786,0,0,3,52,34,33,0,1,1,0,56867,0,0,1
19,1500,4408596,0,0,0,42,24,23,0,0,0,0,44367,0,0,1
4,2500,2384451,1,1,1,48,26,25,0,0,0,3,40604,1,0,0
9,1200,4100336,1,1,2,66,46,45,0,0,1,3,35622,0,0,0
16,1500,4410445,1,1,0,40,20,20,0,0,0,0,16811,1,0,0
14,1500,824966,1,0,0,57,35,35,1,0,1,2,49891,0,0,0
7,1200,1865955,1,0,4,55,33,32,1,0,0,2,2510,1,0,0
14,1200,985712,1,0,1,21,2,2,1,0,0,0,57444,0,1,1
13,1000,4110186,1,0,0,53,31,31,0,0,0,0,23285,1,0,0
19,2000,1649614,0,0,2,24,3,3,0,0,1,0,18695,1,0,0
6,1200,2883583,0,1,1,27,5,4,0,0,1,1,43154,1,0,1
11,2500,1689483,0,1,2,23,4,3,0,0,1,0,14629,0,0,0
16,1200,4564746,1,0,0,48,26,26,0,0,1,2,22458,1,0,0
16,1500,4502202,1,0,0,21,0,0,0,1,2,4,44933,1,0,1
9,2500,3755079,1,1,1,38,16,16,1,0,0,3,33905,1,1,1
18,1500,2299964,1,0,0,59,41,40,0,0,0,3,11993,1,1,0
13,2000,2731176,0,1,0,37,17,16,0,0,1,0,59649,1,0,0
10,2000,4877066,1,0,0,34,13,13,0,0,1,3,3680,1,0,1
1,1200,1718114,0,0,1,69,48,48,0,0,0,4,5154,1,0,0
17,1500,3820254,0,0,0,23,2,2,0,0,0,1,50827,1,0,1
6,1000,1890306,1,0,0,28,10,9,0,0,0,2,5140,1,1,0
11,1500,2715732,1,0,1,35,17,16,0,0,0,1,30356,1,1,0
1,1000,2643599,0,1,0,72,52,52,0,0,0,4,50801,1,0,0
19,1500,1862057,0,0,0,26,7,7,0,1,1,1,12030,1,0,0
17,1500,2526086,0,1,1,29,9,9,0,0,0,0,43888,1,0,0
5,1200,1782712,0,1,1,48,27,27,0,0,0,0,58078,1,1,0
9,1200,1470327,1,0,1,48,27,27,0,0,1,3,19134,1,0,0
19,3000,800499,1,0,0,60,39,39,0,1,1,0,24073,1,1,0
14,800,3982702,1,1,0,67,47,47,0,0,2,1,2385,1,0,0
4,800,2965044,1,0,1,72,53,52,0,0,1,0,35591,1,1,0
19,1000,4373588,1,1,4,51,32,31,1,0,0,1,37491,0,0,1
2,3000,2131273,1,0,0,33,13,12,0,0,2,0,34085,1,1,0
4,3000,2293873,0,1,1,58,37,36,0,1,0,0,23381,1,0,0
7,1500,1875355,0,1,0,65,45,44,0,0,0,2,53945,1,1,0
7,2000,1173174,1,0,0,29,9,8,1,0,1,1,3381,1,1,0
7,1000,4271932,1,0,0,66,44,43,0,0,0,1,5612,1,0,0
11,3000,2474248,0,0,3,30,8,7,0,0,0,0,55631,1,1,0
7,1000,1355587,1,0,0,53,35,34,0,0,2,3,52424,0,0,0
10,1000,2877988,0,1,0,30,12,11,0,0,2,1,48178,0,0,0
13,1000,2310598,0,0,1,61,41,40,1,2,2,1,28686,1,0,0
7,1500,3867577,1,0,0,19,0,0,1,0,0,4,19448,0,0,1
9,2000,2008798,1,1,0,66,45,45,1,0,1,1,22137,1,1,0
6,1200,2173126,0,1,0,32,14,14,0,0,1,3,23061,1,0,0
16,3000,555178,1,0,4,30,9,9,0,0,0,0,32049,1,0,0
3,1200,1150281,1,1,0,51,30,30,0,0,4,0,54074,1,0,0
12,1000,2573527,1,0,4,43,25,25,1,0,1,1,11704,0,0,0
3,1200,4509400,0,1,0,23,3,3,0,0,0,1,31757,1,0,1
4,1500,3132154,1,0,0,38,16,15,0,0,0,0,35057,1,0,0
3,2000,4822339,0,1,3,61,43,42,0,2,0,0,14146,1,1,1
17,1200,2929872,1,1,1,50,31,31,0,0,0,0,27240,0,0,0
5,1500,1757492,1,0,0,32,13,13,0,0,0,0,40309,1,0,0
1,1200,4591490,0,0,1,52,31,31,0,1,0,2,30845,1,0,1
10,1500,608762,1,0,0,45,26,26,1,0,0,0,48988,1,1,0
13,3000,4063328,1,1,1,59,38,38,0,0,1,0,53852,1,0,0
4,800,3828923,1,1,1,23,1,0,0,0,2,1,18806,0,0,1
5,2000,4622385,1,1,0,54,36,36,0,0,0,0,59017,0,0,0
9,1500,2220552,1,1,4,71,53,53,0,1,0,0,30258,0,1,0
7,1200,446451,0,1,1,57,35,34,0,0,1,0,58898,1,1,0
13,2500,878886,0,1,0,23,2,2,0,0,0,4,40581,1,1,0
2,1200,2701316,0,1,0,28,8,8,0,0,2,0,5555,1,0,0
11,1200,3978589,0,0,3,31,12,12,1,0,1,3,41547,0,0,1
15,1000,2812783,0,1,0,38,16,15,0,1,1,4,20740,0,1,1
16,1000,4451334,0,0,1,37,18,18,0,1,0,3,10626,1,1,1
0,2000,3821710,0,1,4,22,2,2,1,1,0,0,40428,1,0,1
9,1500,4996854,1,0,1,62,41,40,0,0,0,3,52502,1,1,1
9,2500,1611664,1,0,1,26,7,6,0,1,1,0,27661,0,0,0
1,1000,3844784,0,0,0,47,26,26,1,0,2,3,39508,0,0,0
8,1000,3892058,1,1,1,59,39,38,0,2,2,0,40194,1,0,0
12,800,1650162,0,0,0,60,39,38,0,1,1,0,4364,1,0,0
15,1500,558153,1,1,4,55,35,34,1,0,0,2,59834,1,0,0
17,3000,1523137,1,0,0,70,52,51,1,2,2,4,20469,1,0,1
18,1500,2049197,0,0,0,44,25,24,0,0,0,0,35417,1,0,0
11,1200,3217186,1,0,0,73,54,54,0,0,2,0,11726,0,0,0
7,2000,2679430,0,0,0,22,2,2,1,0,0,1,49552,1,0,1
16,2000,2359579,0,0,0,22,2,2,1,1,0,1,10455,1,0,1
14,800,4958224,0,0,2,65,43,42,1,0,0,0,21285,1,0,1
9,2000,4695903,1,0,4,73,53,53,0,0,0,0,39234,0,1,0
14,1200,1618866,1,0,1,74,54,54,0,0,1,0,42057,1,0,0
14,1000,1812618,1,0,0,57,36,36,2,0,1,0,38479,0,0,0
6,1000,3142597,0,1,0,32,11,11,0,0,1,0,54565,1,0,0
12,1200,4350382,1,0,4,64,45,44,0,0,0,0,55433,1,0,0
16,1200,1822172,1,0,0,26,5,5,0,0,1,2,45854,1,0,0
8,1200,4862903,1,0,1,64,43,43,0,1,0,0,38326,1,0,0
7,1000,3118076,1,0,0,42,23,23,0,0,0,0,55533,1,0,0
19,2000,1341597,0,0,4,25,7,7,0,0,1,1,21473,1,1,0
17,3000,4053796,1,0,0,31,9,9,1,0,0,1,16405,1,0,1
12,2000,3584734,1,1,0,56,35,34,1,0,0,0,21317,1,0,0
15,1200,1706101,0,0,1,49,31,30,1,0,0,1,55387,1,0,0
8,1000,531948,0,0,0,48,26,26,0,0,1,0,34884,1,1,0
11,1000,668499,0,0,1,40,21,20,0,0,1,0,8502,0,0,0
11,1000,3892348,0,0,0,61,40,40,0,0,0,0,45885,1,0,0
5,1500,3447855,1,0,1,18,0,0,2,2,0,0,10769,1,0,1
18,1500,506691,1,0,0,64,44,43,0,0,0,2,43285,1,0,0
6,1500,974451,0,1,1,48,27,27,0,0,0,0,22407,1,0,0
2,1500,3196103,0,0,3,24,3,3,0,2,0,2,54437,1,0,1
15,1200,2863720,0,0,4,32,14,14,1,1,0,2,39763,1,0,1
17,1200,832639,0,1,1,59,41,40,1,0,0,0,47237,1,0,0
15,1500,3831095,0,0,1,23,2,2,0,0,1,1,7262,1,0,1
6,1200,708864,1,0,1,33,11,11,1,0,0,0,44020,1,0,0
3,1000,409538,1,0,0,31,12,12,0,1,0,0,42305,1,0,0
7,1200,1703717,0,0,1,61,43,43,2,0,0,3,15984,1,0,0
12,1200,3945744,0,1,0,34,12,12,1,1,0,0,53485,1,0,1
12,800,1590085,0,0,0,27,6,6,0,1,2,0,15498,1,0,0
16,2000,2829385,0,0,1,46,26,26,1,1,0,0,14520,1,1,1
16,2000,1579757,1,1,1,59,41,41,0,0,0,2,16865,0,0,0
4,1000,386967,1,0,0,25,7,7,1,2,0,0,25335,1,1,1
5,800,452996,1,0,1,74,54,53,0,1,0,3,41786,1,0,0
18,1500,1623213,0,0,4,28,7,7,0,0,0,1,50626,1,0,0
12,1000,4499641,1,1,1,35,17,17,0,0,0,0,30883,1,0,0
13,1200,3986051,1,1,1,62,41,40,0,1,1,0,35507,1,0,0
3,800,4479379,0,0,0,37,15,14,1,0,0,0,26821,1,0,1
6,1000,3796726,1,1,4,33,15,15,0,2,0,0,2239,1,0,0
7,2000,538913,0,1,0,44,23,22,0,2,0,0,58432,0,0,0
12,2000,1034694,1,1,3,40,18,18,2,0,0,1,9636,1,0,0
5,1000,4325045,1,0,4,31,13,12,0,1,2,0,18036,1,0,0
5,1200,1567173,0,1,1,29,10,9,0,1,0,4,6123,1,0,0
2,1000,4861171,0,0,2,62,41,41,0,0,2,0,38368,1,0,1
2,800,832912,1,1,1,44,22,22,0,2,0,4,42674,1,0,0
12,3000,4749464,0,0,4,30,11,10,1,0,0,0,10465,1,0,1
1,1500,2538679,1,0,1,33,12,12,0,0,0,1,15209,1,0,0
15,1500,2640960,1,1,0,50,32,32,0,0,1,0,10060,0,0,0
5,2000,1490842,1,1,0,41,20,19,0,0,0,0,24823,1,0,0
7,2000,2156630,0,0,1,29,7,7,0,0,2,0,55085,0,0,0
7,2000,373106,1,0,2,26,8,7,0,0,1,0,36882,0,0,0
5,800,300617,1,0,3,30,12,12,0,0,1,0,3887,1,0,0
13,1000,687529,0,0,2,62,44,44,0,0,2,1,50556,0,0,0
2,1500,1455389,1,0,0,25,5,5,0,0,1,1,17870,1,0,0
9,1200,1985885,1,0,0,67,45,45,1,0,0,3,19678,1,0,0
2,3000,857512,1,0,1,73,54,53,0,1,0,0,6728,1,0,0
11,1500,2323306,0,0,1,73,55,55,0,0,0,0,30996,1,1,0
16,2500,2317547,1,0,0,35,13,13,0,0,0,3,34217,1,1,1
4,1000,1975042,0,1,1,44,24,23,0,0,1,3,22959,1,0,0
19,2000,2991750,1,0,1,58,38,37,0,0,0,2,28928,1,0,0
8,1200,1788909,1,1,1,50,32,32,0,0,0,0,6080,1,0,0
19,3000,1595339,0,1,1,24,2,2,1,2,1,3,16887,1,1,1
6,1000,4424826,1,0,1,30,10,10,1,1,0,0,24073,1,0,1
3,1500,3272219,0,0,0,32,14,14,0,0,0,0,41085,1,1,0
12,2000,612362,1,0,3,51,30,30,0,1,1,0,55463,1,0,0
12,1200,4755616,1,0,0,73,52,52,1,0,1,0,16636,0,0,0
9,1200,3297975,1,0,1,57,36,36,0,0,0,0,18120,1,0,0
17,3000,313302,1,0,0,37,18,17,1,0,1,0,30157,1,0,0
16,1200,4107582,1,1,1,73,51,50,0,1,2,0,19876,0,0,1
19,1500,1080638,1,0,3,54,33,32,0,1,0,0,33914,1,1,0
19,800,3817606,1,1,0,58,38,37,1,1,0,1,6168,0,0,0
12,2000,1943667,1,0,4,34,15,14,0,0,1,0,55785,1,1,0
16,1500,4637922,1,0,0,46,25,25,0,0,0,1,54054,1,1,0
3,1200,3076991,1,0,0,38,20,19,0,0,1,2,23913,1,1,0
0,800,4110745,1,0,3,31,11,10,1,0,0,1,38956,1,0,1
0,1500,912277,1,1,1,46,27,26,1,1,0,0,51786,0,0,0
14,800,4440861,0,0,0,58,39,39,0,0,1,0,33934,0,0,0
12,800,3121564,0,0,4,64,44,44,1,1,0,0,25299,0,0,0
16,1500,2393508,0,0,1,39,18,18,0,0,0,0,7476,1,0,0
7,1000,4318579,1,0,0,69,51,50,0,0,0,3,18517,1,0,0
17,1000,4716506,1,1,3,50,32,32,0,2,2,3,42978,1,1,1
12,1500,775710,1,1,1,30,12,12,2,0,0,0,52351,1,1,0
13,800,579986,0,1,0,59,40,40,0,0,1,1,36532,1,0,0
7,1200,3289283,1,0,2,48,27,27,1,0,1,3,39380,1,0,0
7,1000,1833403,1,0,1,29,9,9,0,1,0,3,42246,0,0,1
14,1500,4414854,1,0,1,49,27,27,0,0,0,3,16876,1,0,0
12,1500,1476714,0,1,3,63,45,45,0,0,0,0,31842,0,0,0
6,1500,1258070,0,0,3,23,3,3,0,0,0,4,22083,1,0,1
4,1200,2404888,1,1,0,28,8,8,0,0,0,2,10647,1,0,0
16,800,1921122,1,1,3,40,22,21,0,0,0,1,9814,0,0,0
15,800,4853252,0,1,0,24,2,1,0,0,2,3,38364,1,0,1
1,1200,1917375,1,0,0,74,55,55,0,1,1,0,5513,1,0,0
17,2500,3712078,1,0,4,37,18,18,0,1,0,0,29903,1,0,1
16,1000,2416500,0,1,1,21,0,0,0,0,1,0,38137,1,0,1
6,1200,4550361,1,1,0,38,19,18,0,1,0,0,20273,1,0,1
12,1000,3088593,1,1,1,61,41,41,1,0,0,0,3870,1,1,0
17,1500,1724079,1,0,1,47,28,28,1,1,0,2,47828,0,0,1
13,1500,1466191,0,1,0,42,21,20,0,1,3,0,39892,0,0,0
17,1500,2897545,1,0,3,48,28,27,1,0,0,0,4552,0,0,0
12,2000,1279712,0,0,2,19,0,0,0,2,0,2,21879,0,1,1
10,1200,4912374,0,1,1,37,15,15,0,1,1,2,29321,1,0,1
15,1000,1628752,0,0,1,63,45,44,1,0,1,3,3914,1,0,0
16,1200,3762551,0,1,0,58,40,39,0,0,1,1,54275,0,0,0
7,1500,2132110,1,0,3,71,53,53,1,0,1,0,8053,1,0,0
18,1500,4864102,1,0,0,31,10,9,2,0,1,2,37006,1,1,1
19,1500,2694405,0,0,0,55,36,36,0,0,0,0,26997,1,0,0
14,1500,3410984,0,0,4,40,22,22,0,0,1,3,13708,1,0,1
8,1500,1557448,1,0,3,22,3,3,0,0,0,0,28123,1,0,0
19,2000,1394880,0,0,1,69,51,50,0,0,1,0,18764,0,0,0
9,1500,2933631,1,1,0,36,14,14,1,0,0,0,42745,1,0,0
11,2000,974608,1,0,0,67,48,47,0,0,1,0,12545,1,1,0
19,1000,1727385,0,1,1,24,3,2,0,1,2,2,47056,0,1,1
0,1500,1610142,1,0,1,38,17,16,0,0,1,0,49328,1,0,0
19,2500,1182620,1,1,1,50,31,30,0,0,0,0,29967,1,0,0
8,1200,4321119,0,0,1,37,16,16,1,0,0,0,21924,1,0,1
14,2000,2838401,0,0,1,26,6,6,1,0,1,0,20435,0,0,0
0,1500,3022717,0,1,1,48,27,26,0,1,0,4,53328,1,0,0
11,800,2401778,0,0,2,25,3,3,0,1,2,0,9394,1,1,1
2,1500,4873240,0,1,1,28,6,6,0,0,0,1,56825,0,0,0
10,1000,723801,0,0,4,24,5,4,0,0,1,3,48079,1,0,0
1,2500,2348423,1,1,3,38,17,17,0,0,0,0,37351,1,0,0
15,2000,3404279,1,0,0,66,47,47,0,1,1,3,59843,0,0,1
8,1000,1983850,1,0,4,45,27,26,0,2,0,0,49380,1,0,0
14,1000,1330593,0,0,0,70,50,49,0,0,0,1,56948,0,0,0
11,1500,3422971,1,0,4,32,13,13,0,0,1,0,30689,0,0,0
0,1200,4740826,1,0,1,25,6,6,0,0,0,1,34427,0,1,1
12,800,2894171,0,0,1,69,50,49,1,1,0,0,57298,1,0,1
13,1500,2727846,1,0,0,29,10,9,0,0,1,3,16492,1,0,0
7,1200,2538997,1,1,0,22,0,0,1,0,0,0,12625,0,0,0
7,1000,4109368,1,1,0,25,5,5,0,0,1,3,20864,1,0,0
11,2000,359593,0,0,3,54,36,35,2,0,0,1,6951,1,0,0
0,2500,2553779,1,0,0,31,11,10,0,0,0,3,12693,1,0,0
10,2000,4797869,1,0,1,21,2,1,0,0,0,3,56873,1,0,1
7,2000,4652708,1,1,4,44,22,21,1,0,1,0,31665,1,0,1
9,1000,4801036,1,0,0,32,14,13,0,0,0,2,36984,1,0,1
18,1200,4370869,1,0,1,37,18,17,0,0,0,1,59911,1,0,0
10,1000,1439067,0,0,1,39,20,20,0,0,3,0,45437,0,0,0
6,2000,2975238,1,0,0,59,38,38,0,0,2,2,51302,1,0,0
10,2500,3068667,1,0,3,66,46,46,0,0,0,4,56575,1,0,0
16,1500,2183089,0,0,1,53,33,32,0,0,0,3,41206,1,0,0
0,2000,4679068,0,0,0,47,27,26,0,0,1,0,57338,1,0,0
7,1500,2182163,1,1,1,50,29,28,1,0,0,4,38585,1,0,0
5,1200,3535066,1,0,3,45,23,23,0,0,1,0,58421,0,1,0
17,1200,4107151,0,0,0,55,33,33,1,1,0,0,15097,1,0,1
5,800,4836189,1,1,0,57,35,34,0,1,2,0,38307,1,1,1
4,800,4501965,0,0,2,21,3,2,0,0,0,0,40620,1,0,1
12,1500,4661565,1,0,3,73,52,51,0,2,0,0,41583,0,0,1
18,1200,3589857,1,1,1,31,10,10,0,1,0,0,48227,1,0,1
7,1500,2759082,0,0,0,19,0,0,1,0,1,0,45965,0,0,1
8,1500,1492139,1,0,1,54,32,31,0,0,2,0,28247,0,0,0
16,1200,2168418,1,1,1,64,42,41,0,1,0,0,23079,1,0,0
2,1200,4687405,0,0,0,36,15,14,0,2,0,1,8790,0,1,1
18,1200,2955794,1,0,1,31,9,9,0,0,0,0,33805,0,0,0
10,1200,2743625,1,0,1,24,4,3,0,0,0,0,33678,1,0,0
16,2000,306504,0,0,2,26,4,3,1,0,1,2,45417,1,0,0
18,1200,1266710,0,1,0,50,30,30,0,0,0,0,26081,1,0,0
1,1500,3944176,1,1,0,41,22,21,1,0,0,0,59573,1,0,0
7,2000,4072907,0,0,1,69,50,50,0,0,1,0,6590,1,0,0
18,2000,4644666,1,0,1,59,38,37,0,0,1,1,55944,0,1,0
6,2000,3172288,0,1,1,60,42,41,1,1,0,0,14456,1,0,0
16,1200,4176748,0,1,0,38,19,19,0,0,0,1,44166,0,0,0
5,800,1845152,0,0,0,61,40,39,1,2,1,2,36251,1,0,1
18,1200,2632510,0,0,1,18,0,0,1,0,0,1,11265,1,0,1
5,1200,4631517,1,1,4,38,18,18,0,0,1,0,25063,1,0,0
1,2500,627124,1,1,1,74,54,54,1,0,0,1,55255,1,0,0
5,1500,3339334,1,0,1,57,35,35,0,0,0,3,9048,0,0,0
4,800,3445686,1,1,4,41,22,21,0,0,0,0,42968,1,0,0
18,1000,1161129,1,0,0,55,35,34,0,0,0,0,28898,1,0,0
19,1000,3053583,0,0,1,61,43,42,2,0,0,4,5125,1,0,0
3,1500,4642496,0,0,0,58,37,37,0,1,1,3,22594,1,0,1
16,1500,391477,1,0,4,21,0,0,0,1,1,0,3597,1,0,0
10,2000,3318286,0,1,1,23,3,3,0,0,1,0,46671,1,0,1
3,2500,4468201,0,0,0,20,0,0,0,2,0,0,42079,1,0,1
12,1000,4680239,1,0,0,51,31,31,0,0,0,0,3121,1,0,0
19,1200,582098,1,1,0,42,23,23,0,0,1,0,46411,0,1,0
16,1000,685468,1,0,0,70,50,50,0,0,0,0,27724,1,0,0
8,1200,2739507,1,1,0,44,23,23,0,0,0,3,3518,1,0,0
3,2500,3246371,0,1,4,35,15,15,0,0,0,4,18723,1,0,1
13,1500,3054131,0,0,0,22,4,4,0,1,0,0,51841,1,0,1
18,1500,1164853,1,0,1,71,51,51,0,0,0,3,20812,1,0,0
2,1200,498812,0,1,0,41,19,19,0,0,0,0,27755,1,0,0
13,800,2383471,1,0,1,49,27,26,1,0,0,0,20971,0,0,0
7,800,3420702,0,0,1,38,20,19,0,0,1,0,55460,1,0,0
0,1500,1519990,0,1,0,61,39,39,0,0,0,3,30901,1,0,0
9,1500,1622168,1,0,3,51,32,31,1,0,1,0,56474,0,1,0
17,1000,1267453,0,0,1,46,25,24,0,0,0,0,36647,0,0,0
15,1500,2559434,1,0,4,72,51,50,1,1,0,4,49371,1,0,0
7,2000,4912930,1,1,0,22,3,2,0,1,0,0,58037,1,1,1
0,1200,3432343,0,0,1,67,45,44,0,0,0,3,44683,0,0,0
11,1500,3641847,1,0,4,45,27,27,0,0,0,1,54845,1,1,0
7,1200,3701712,1,0,2,23,5,4,0,0,0,0,41747,1,0,0
15,1500,1246532,0,0,2,28,7,7,0,0,1,0,31827,1,0,0
17,2000,2592959,1,1,1,56,38,38,0,0,0,0,19327,1,0,0
3,3000,2670763,1,0,1,65,46,45,0,1,1,0,56189,1,0,0
5,1200,4521399,1,0,2,25,4,4,0,0,0,2,13465,1,0,0
11,1200,3030155,1,0,0,52,32,31,0,0,0,0,38699,1,0,0
8,1000,1467138,1,1,1,28,9,9,1,0,1,3,7862,1,1,0
14,1000,3197201,1,0,2,37,18,18,1,0,1,3,35609,0,0,1
15,1500,4591033,0,0,0,71,53,53,0,0,0,3,23545,1,0,0
11,2500,486293,0,1,0,68,50,49,1,1,0,1,26335,1,0,0
13,1200,2468272,1,1,0,60,42,41,0,0,0,0,53725,0,0,0
12,1000,3559520,1,0,3,39,19,18,0,0,2,0,56446,1,1,0
1,1200,3506084,0,1,1,58,39,39,1,0,0,2,23891,1,0,1
2,1200,2670406,0,1,1,29,7,6,1,0,0,0,28787,1,0,0
9,1200,1972328,1,1,2,65,44,44,0,0,1,0,42639,0,0,0
8,1000,2638701,0,0,1,22,4,4,0,0,0,3,29451,1,0,0
19,1500,4122216,1,1,3,51,33,32,0,1,1,3,28793,1,0,0
7,800,929923,0,0,0,59,40,40,0,2,2,0,57849,0,0,0
9,1500,3558830,1,0,1,51,31,30,0,0,1,2,21446,0,0,0
18,2000,3208003,0,0,0,47,29,28,1,0,1,0,39127,0,0,0
2,1200,3181154,1,0,0,40,20,20,0,1,0,3,18086,0,0,0
4,1500,4378452,0,1,0,53,33,32,0,0,0,1,21685,1,0,0
2,1500,716918,1,0,1,74,52,51,0,0,0,3,19531,1,0,0
15,1500,4864857,1,0,2,42,22,21,0,0,1,0,51777,1,0,1
16,1200,4278824,0,0,1,65,43,43,1,0,1,0,20856,1,0,0
14,1200,3655421,0,0,0,23,2,2,1,1,1,4,26015,1,1,1
2,2000,3309810,0,0,4,59,39,39,0,0,0,2,56810,1,0,0
11,2000,1339426,1,1,0,46,25,25,0,0,0,0,12796,0,0,0
8,1200,1075217,0,1,4,38,18,18,0,0,0,1,34663,1,0,0
11,1000,4816655,0,0,4,24,2,1,1,0,0,4,42725,1,0,1
14,800,4984001,1,0,1,54,32,31,0,0,0,3,13482,1,0,0
1,800,4748761,0,0,0,62,41,40,1,0,1,4,17255,0,0,1
17,1500,4580474,0,1,1,58,39,38,0,0,0,0,13402,1,0,0
19,800,2427721,0,0,2,26,7,6,1,0,1,3,39711,1,0,0
11,1200,4763074,0,0,0,72,53,52,0,0,0,3,53439,1,1,1
3,2000,4410609,0,0,0,64,44,44,0,0,1,0,53636,1,0,0
15,1200,580202,0,0,2,53,34,34,0,0,0,2,21483,0,0,0
15,2000,2619526,0,0,1,18,0,0,0,0,0,1,43482,1,1,1
0,1500,3688434,0,1,0,48,29,29,1,0,1,1,7299,0,0,0
1,1000,466232,0,1,4,37,16,16,2,0,0,1,39203,0,0,0
2,1500,3813054,0,0,4,45,24,24,1,1,1,0,49648,0,0,1
19,1500,793441,1,1,0,63,43,43,0,0,0,0,5846,1,0,0
16,1200,3450161,1,1,0,36,14,13,0,0,1,0,13132,1,0,0
19,1000,1694467,0,1,1,18,0,0,0,0,0,3,11702,1,0,0
0,1500,638371,0,1,0,46,26,26,0,1,1,0,32380,1,0,0
19,2500,2221788,1,1,0,27,9,9,0,0,1,0,10148,1,0,0
5,1500,1254040,1,0,3,53,34,33,0,0,1,0,2175,1,2,0
14,1000,4486848,1,0,4,40,21,21,0,0,0,4,15033,1,0,0
13,1500,2367091,0,1,0,35,14,14,0,0,1,0,50116,1,0,0
19,1200,3035895,0,0,1,46,24,24,0,0,0,0,23122,1,0,0
14,1500,2636027,0,1,0,45,26,26,0,0,0,3,59988,1,0,0
13,1500,938898,1,1,0,61,42,41,0,0,1,0,24757,1,0,0
4,1500,4219980,1,0,0,24,2,1,2,0,0,2,42448,1,0,1
5,2000,1762406,1,0,0,48,29,28,0,0,1,0,47219,1,0,0
16,1500,3777794,1,0,1,55,37,37,2,0,0,0,56027,1,1,0
10,1500,4703062,0,0,2,58,39,39,1,0,0,0,33518,1,0,1
15,1000,2929115,1,0,1,19,1,0,0,0,0,0,27768,1,0,0
11,2000,2153259,1,0,1,32,12,12,1,1,0,0,26025,1,0,0
14,2500,4517653,1,0,0,39,19,18,0,0,0,3,28849,0,1,1
3,1000,3436540,1,0,1,62,44,43,0,1,0,0,4924,1,0,0
17,1200,4623721,1,0,0,28,7,6,0,0,0,0,2806,1,0,0
2,1200,611322,1,1,0,71,53,53,0,0,0,0,27708,1,0,0
7,2000,4221932,1,1,0,71,50,49,1,0,1,0,16543,1,0,0
2,1500,4700036,1,0,0,36,14,13,0,0,3,4,28071,1,1,0
7,1000,3583388,1,0,0,23,1,1,0,0,0,0,52154,1,2,1
17,2000,3017919,0,1,0,26,8,8,0,0,1,0,17843,1,0,0
9,1000,3050484,0,0,2,61,40,40,0,0,0,3,5574,1,1,0
19,2000,4581991,1,0,4,46,26,25,0,1,1,1,52052,1,1,1
16,1200,4557500,0,0,0,60,42,41,1,0,1,0,6416,1,1,0
7,1200,808370,0,0,1,20,2,2,0,0,0,3,7481,1,0,0
10,1000,332400,1,0,1,67,46,46,2,0,0,3,18276,0,0,0
4,1000,815593,1,0,4,73,51,51,0,0,0,3,51799,1,0,0
12,1500,4769984,1,0,0,62,42,41,2,0,1,0,41571,1,2,1
4,1500,695916,1,0,1,30,9,8,0,0,0,0,13042,1,0,0
12,1000,1291849,0,0,0,64,43,43,0,0,0,0,42241,1,0,0
5,1000,2281195,1,0,1,68,48,47,1,2,0,1,28577,1,0,1
4,800,3105441,0,0,0,64,46,46,0,1,1,3,30204,1,0,0
8,1500,4146601,1,0,0,32,14,13,0,0,0,0,47486,0,0,0
15,1500,2959540,0,1,0,22,3,2,1,0,0,1,9835,1,1,1
1,800,1568374,0,0,0,22,2,2,0,1,0,0,19690,1,0,0
0,1500,1763232,0,0,0,19,0,0,0,0,0,0,20269,0,0,0
7,800,2619840,0,0,1,67,48,47,0,0,0,1,35205,1,0,0
18,2500,4829980,1,1,1,55,36,35,0,0,1,4,46580,1,1,1
